Cycle,CommandPos-0,FeedbackPos-0,CommandPos-1,FeedbackPos-1,CommandPos-2,FeedbackPos-2
8665.00,58898.984500267,58872.000000000,117797.969000534,117745.000000000,176696.953500802,176617.000000000
8666.00,58925.708177445,58899.000000000,117851.416354890,117798.000000000,176777.124532336,176697.000000000
8667.00,58952.431854623,58926.000000000,117904.863709246,117851.000000000,176857.295563870,176777.000000000
8668.00,58979.155531801,58952.000000000,117958.311063602,117905.000000000,176937.466595404,176857.000000000
8669.00,59005.879208979,58979.000000000,118011.758417958,117958.000000000,177017.637626937,176937.000000000
8670.00,59032.602886157,59006.000000000,118065.205772314,118012.000000000,177097.808658471,177018.000000000
8671.00,59059.326563335,59033.000000000,118118.653126670,118065.000000000,177177.979690005,177098.000000000
8672.00,59086.050240513,59059.000000000,118172.100481026,118119.000000000,177258.150721539,177178.000000000
8673.00,59112.773917691,59086.000000000,118225.547835382,118172.000000000,177338.321753073,177258.000000000
8674.00,59139.497594869,59113.000000000,118278.995189738,118226.000000000,177418.492784607,177338.000000000
8675.00,59166.221272047,59139.000000000,118332.442544094,118279.000000000,177498.663816141,177418.000000000
8676.00,59192.944949225,59166.000000000,118385.889898450,118332.000000000,177578.834847675,177499.000000000
8677.00,59219.668626403,59193.000000000,118439.337252806,118386.000000000,177659.005879209,177579.000000000
8678.00,59246.392303581,59220.000000000,118492.784607162,118439.000000000,177739.176910743,177659.000000000
8679.00,59273.115980759,59246.000000000,118546.231961518,118493.000000000,177819.347942277,177739.000000000
8680.00,59299.839657937,59273.000000000,118599.679315874,118546.000000000,177899.518973811,177819.000000000
8681.00,59326.563335115,59300.000000000,118653.126670230,118600.000000000,177979.690005345,177900.000000000
8682.00,59353.287012293,59327.000000000,118706.574024586,118653.000000000,178059.861036879,177980.000000000
8683.00,59380.010689471,59353.000000000,118760.021378942,118707.000000000,178140.032068413,178060.000000000
8684.00,59406.734366649,59380.000000000,118813.468733298,118760.000000000,178220.203099947,178140.000000000
8685.00,59433.458043827,59407.000000000,118866.916087654,118813.000000000,178300.374131480,178220.000000000
8686.00,59460.181721005,59433.000000000,118920.363442010,118867.000000000,178380.545163014,178300.000000000
8687.00,59486.905398183,59460.000000000,118973.810796366,118920.000000000,178460.716194548,178381.000000000
8688.00,59513.629075361,59487.000000000,119027.258150722,118974.000000000,178540.887226082,178461.000000000
8689.00,59540.352752539,59514.000000000,119080.705505077,119027.000000000,178621.058257616,178541.000000000
8690.00,59567.076429717,59540.000000000,119134.152859433,119081.000000000,178701.229289150,178621.000000000
8691.00,59593.800106895,59567.000000000,119187.600213789,119134.000000000,178781.400320684,178701.000000000
8692.00,59620.523784073,59594.000000000,119241.047568145,119188.000000000,178861.571352218,178781.000000000
8693.00,59647.247461251,59621.000000000,119294.494922501,119241.000000000,178941.742383752,178862.000000000
8694.00,59673.971138429,59647.000000000,119347.942276857,119294.000000000,179021.913415286,178942.000000000
8695.00,59700.694815607,59674.000000000,119401.389631213,119348.000000000,179102.084446820,179022.000000000
8696.00,59727.418492785,59701.000000000,119454.836985569,119401.000000000,179182.255478354,179102.000000000
8697.00,59754.142169963,59727.000000000,119508.284339925,119455.000000000,179262.426509888,179182.000000000
8698.00,59780.865847141,59754.000000000,119561.731694281,119508.000000000,179342.597541422,179262.000000000
8699.00,59807.589524319,59781.000000000,119615.179048637,119562.000000000,179422.768572956,179343.000000000
8700.00,59834.313201497,59808.000000000,119668.626402993,119615.000000000,179502.939604490,179423.000000000
8701.00,59861.036878675,59834.000000000,119722.073757349,119669.000000000,179583.110636024,179503.000000000
8702.00,59887.760555853,59861.000000000,119775.521111705,119722.000000000,179663.281667557,179583.000000000
8703.00,59914.484233031,59888.000000000,119828.968466061,119776.000000000,179743.452699091,179663.000000000
8704.00,59941.207910208,59914.000000000,119882.415820417,119829.000000000,179823.623730625,179743.000000000
8705.00,59967.931587386,59941.000000000,119935.863174773,119882.000000000,179903.794762159,179824.000000000
8706.00,59994.655264564,59968.000000000,119989.310529129,119936.000000000,179983.965793693,179904.000000000
8707.00,60021.378941742,59995.000000000,120042.757883485,119989.000000000,180064.136825227,179984.000000000
8708.00,60048.102618920,60021.000000000,120096.205237841,120043.000000000,180144.307856761,180064.000000000
8709.00,60074.826296098,60048.000000000,120149.652592197,120096.000000000,180224.478888295,180144.000000000
8710.00,60101.549973276,60075.000000000,120203.099946553,120150.000000000,180304.649919829,180224.000000000
8711.00,60128.273650454,60102.000000000,120256.547300909,120203.000000000,180384.820951363,180305.000000000
8712.00,60154.997327632,60128.000000000,120309.994655265,120257.000000000,180464.991982897,180385.000000000
8713.00,60181.721004810,60155.000000000,120363.442009621,120310.000000000,180545.163014431,180465.000000000
8714.00,60208.444681988,60182.000000000,120416.889363976,120363.000000000,180625.334045965,180545.000000000
8715.00,60235.168359166,60208.000000000,120470.336718332,120417.000000000,180705.505077499,180625.000000000
8716.00,60261.892036344,60235.000000000,120523.784072688,120470.000000000,180785.676109033,180706.000000000
8717.00,60288.615713522,60262.000000000,120577.231427044,120524.000000000,180865.847140567,180786.000000000
8718.00,60315.339390700,60289.000000000,120630.678781400,120577.000000000,180946.018172100,180866.000000000
8719.00,60342.063067878,60315.000000000,120684.126135756,120631.000000000,181026.189203634,180946.000000000
8720.00,60368.786745056,60342.000000000,120737.573490112,120684.000000000,181106.360235168,181026.000000000
8721.00,60395.510422234,60369.000000000,120791.020844468,120738.000000000,181186.531266702,181106.000000000
8722.00,60422.234099412,60396.000000000,120844.468198824,120791.000000000,181266.702298236,181187.000000000
8723.00,60448.957776590,60422.000000000,120897.915553180,120844.000000000,181346.873329770,181267.000000000
8724.00,60475.681453768,60449.000000000,120951.362907536,120898.000000000,181427.044361304,181347.000000000
8725.00,60502.405130946,60476.000000000,121004.810261892,120951.000000000,181507.215392838,181427.000000000
8726.00,60529.128808124,60502.000000000,121058.257616248,121005.000000000,181587.386424372,181507.000000000
8727.00,60555.852485302,60529.000000000,121111.704970604,121058.000000000,181667.557455906,181587.000000000
8728.00,60582.576162480,60556.000000000,121165.152324960,121112.000000000,181747.728487440,181668.000000000
8729.00,60609.299839658,60583.000000000,121218.599679316,121165.000000000,181827.899518974,181748.000000000
8730.00,60636.023516836,60609.000000000,121272.047033672,121219.000000000,181908.070550508,181828.000000000
8731.00,60662.747194014,60636.000000000,121325.494388028,121272.000000000,181988.241582042,181908.000000000
8732.00,60689.470871192,60663.000000000,121378.941742384,121325.000000000,182068.412613576,181988.000000000
8733.00,60716.194548370,60689.000000000,121432.389096740,121379.000000000,182148.583645110,182068.000000000
8734.00,60742.918225548,60716.000000000,121485.836451096,121432.000000000,182228.754676643,182149.000000000
8735.00,60769.641902726,60743.000000000,121539.283805452,121486.000000000,182308.925708177,182229.000000000
8736.00,60796.365579904,60770.000000000,121592.731159808,121539.000000000,182389.096739711,182309.000000000
8737.00,60823.089257082,60796.000000000,121646.178514164,121593.000000000,182469.267771245,182389.000000000
8738.00,60849.812934260,60823.000000000,121699.625868520,121646.000000000,182549.438802779,182469.000000000
8739.00,60876.536611438,60850.000000000,121753.073222875,121700.000000000,182629.609834313,182549.000000000
8740.00,60903.260288616,60877.000000000,121806.520577231,121753.000000000,182709.780865847,182630.000000000
8741.00,60929.983965794,60903.000000000,121859.967931587,121807.000000000,182789.951897381,182710.000000000
8742.00,60956.707642972,60930.000000000,121913.415285943,121860.000000000,182870.122928915,182790.000000000
8743.00,60983.431320150,60957.000000000,121966.862640299,121913.000000000,182950.293960449,182870.000000000
8744.00,61010.154997328,60983.000000000,122020.309994655,121967.000000000,183030.464991983,182950.000000000
8745.00,61036.878674506,61010.000000000,122073.757349011,122020.000000000,183110.636023517,183030.000000000
8746.00,61063.602351684,61037.000000000,122127.204703367,122074.000000000,183190.807055051,183111.000000000
8747.00,61090.326028862,61064.000000000,122180.652057723,122127.000000000,183270.978086585,183191.000000000
8748.00,61117.049706040,61090.000000000,122234.099412079,122181.000000000,183351.149118119,183271.000000000
8749.00,61143.773383218,61117.000000000,122287.546766435,122234.000000000,183431.320149653,183351.000000000
8750.00,61170.497060396,61144.000000000,122340.994120791,122288.000000000,183511.491181187,183431.000000000
8751.00,61197.220737574,61170.000000000,122394.441475147,122341.000000000,183591.662212720,183511.000000000
8752.00,61223.944414752,61197.000000000,122447.888829503,122394.000000000,183671.833244254,183592.000000000
8753.00,61250.668091929,61224.000000000,122501.336183859,122448.000000000,183752.004275788,183672.000000000
8754.00,61277.391769107,61251.000000000,122554.783538215,122501.000000000,183832.175307322,183752.000000000
8755.00,61304.115446285,61277.000000000,122608.230892571,122555.000000000,183912.346338856,183832.000000000
8756.00,61330.839123463,61304.000000000,122661.678246927,122608.000000000,183992.517370390,183912.000000000
8757.00,61357.562800641,61331.000000000,122715.125601283,122662.000000000,184072.688401924,183993.000000000
8758.00,61384.286477819,61358.000000000,122768.572955639,122715.000000000,184152.859433458,184073.000000000
8759.00,61411.010154997,61384.000000000,122822.020309995,122769.000000000,184233.030464992,184153.000000000
8760.00,61437.733832175,61411.000000000,122875.467664351,122822.000000000,184313.201496526,184233.000000000
8761.00,61464.457509353,61438.000000000,122928.915018707,122875.000000000,184393.372528060,184313.000000000
8762.00,61491.181186531,61464.000000000,122982.362373063,122929.000000000,184473.543559594,184393.000000000
8763.00,61517.904863709,61491.000000000,123035.809727418,122982.000000000,184553.714591128,184474.000000000
8764.00,61544.628540887,61518.000000000,123089.257081774,123036.000000000,184633.885622662,184554.000000000
8765.00,61571.352218065,61545.000000000,123142.704436130,123089.000000000,184714.056654196,184634.000000000
8766.00,61598.075895243,61571.000000000,123196.151790486,123143.000000000,184794.227685730,184714.000000000
8767.00,61624.799572421,61598.000000000,123249.599144842,123196.000000000,184874.398717264,184794.000000000
8768.00,61651.523249599,61625.000000000,123303.046499198,123250.000000000,184954.569748797,184874.000000000
8769.00,61678.246926777,61652.000000000,123356.493853554,123303.000000000,185034.740780331,184955.000000000
8770.00,61704.970603955,61678.000000000,123409.941207910,123356.000000000,185114.911811865,185035.000000000
8771.00,61731.694281133,61705.000000000,123463.388562266,123410.000000000,185195.082843399,185115.000000000
8772.00,61758.417958311,61732.000000000,123516.835916622,123463.000000000,185275.253874933,185195.000000000
8773.00,61785.141635489,61758.000000000,123570.283270978,123517.000000000,185355.424906467,185275.000000000
8774.00,61811.865312667,61785.000000000,123623.730625334,123570.000000000,185435.595938001,185355.000000000
8775.00,61838.588989845,61812.000000000,123677.177979690,123624.000000000,185515.766969535,185436.000000000
8776.00,61865.312667023,61839.000000000,123730.625334046,123677.000000000,185595.938001069,185516.000000000
8777.00,61892.036344201,61865.000000000,123784.072688402,123731.000000000,185676.109032603,185596.000000000
8778.00,61918.760021379,61892.000000000,123837.520042758,123784.000000000,185756.280064137,185676.000000000
8779.00,61945.483698557,61919.000000000,123890.967397114,123838.000000000,185836.451095671,185756.000000000
8780.00,61972.207375735,61945.000000000,123944.414751470,123891.000000000,185916.622127205,185836.000000000
8781.00,61998.931052913,61972.000000000,123997.862105826,123944.000000000,185996.793158739,185917.000000000
8782.00,62025.654730091,61999.000000000,124051.309460182,123998.000000000,186076.964190273,185997.000000000
8783.00,62052.378407269,62026.000000000,124104.756814538,124051.000000000,186157.135221807,186077.000000000
8784.00,62079.102084447,62052.000000000,124158.204168894,124105.000000000,186237.306253340,186157.000000000
8785.00,62105.825761625,62079.000000000,124211.651523250,124158.000000000,186317.477284874,186237.000000000
8786.00,62132.549438803,62106.000000000,124265.098877606,124212.000000000,186397.648316408,186317.000000000
8787.00,62159.273115981,62133.000000000,124318.546231962,124265.000000000,186477.819347942,186398.000000000
8788.00,62185.996793159,62159.000000000,124371.993586317,124319.000000000,186557.990379476,186478.000000000
8789.00,62212.720470337,62186.000000000,124425.440940673,124372.000000000,186638.161411010,186558.000000000
8790.00,62239.444147515,62213.000000000,124478.888295029,124425.000000000,186718.332442544,186638.000000000
8791.00,62266.167824693,62239.000000000,124532.335649385,124479.000000000,186798.503474078,186718.000000000
8792.00,62292.891501871,62266.000000000,124585.783003741,124532.000000000,186878.674505612,186799.000000000
8793.00,62319.615179049,62293.000000000,124639.230358097,124586.000000000,186958.845537146,186879.000000000
8794.00,62346.338856227,62320.000000000,124692.677712453,124639.000000000,187039.016568680,186959.000000000
8795.00,62373.062533405,62346.000000000,124746.125066809,124693.000000000,187119.187600214,187039.000000000
8796.00,62399.786210583,62373.000000000,124799.572421165,124746.000000000,187199.358631748,187119.000000000
8797.00,62426.509887761,62400.000000000,124853.019775521,124800.000000000,187279.529663282,187199.000000000
8798.00,62453.233564939,62427.000000000,124906.467129877,124853.000000000,187359.700694816,187280.000000000
8799.00,62479.957242117,62453.000000000,124959.914484233,124906.000000000,187439.871726350,187360.000000000
8800.00,62506.680919295,62480.000000000,125013.361838589,124960.000000000,187520.042757883,187440.000000000
8801.00,62533.404596473,62507.000000000,125066.809192945,125013.000000000,187600.213789417,187520.000000000
8802.00,62560.128273651,62533.000000000,125120.256547301,125067.000000000,187680.384820951,187600.000000000
8803.00,62586.851950828,62560.000000000,125173.703901657,125120.000000000,187760.555852485,187680.000000000
8804.00,62613.575628006,62587.000000000,125227.151256013,125174.000000000,187840.726884019,187761.000000000
8805.00,62640.299305184,62614.000000000,125280.598610369,125227.000000000,187920.897915553,187841.000000000
8806.00,62667.022982362,62640.000000000,125334.045964725,125281.000000000,188001.068947087,187921.000000000
8807.00,62693.746659540,62667.000000000,125387.493319081,125334.000000000,188081.239978621,188001.000000000
8808.00,62720.470336718,62694.000000000,125440.940673437,125387.000000000,188161.411010155,188081.000000000
8809.00,62747.194013896,62720.000000000,125494.388027793,125441.000000000,188241.582041689,188161.000000000
8810.00,62773.917691074,62747.000000000,125547.835382149,125494.000000000,188321.753073223,188242.000000000
8811.00,62800.641368252,62774.000000000,125601.282736505,125548.000000000,188401.924104757,188322.000000000
8812.00,62827.365045430,62801.000000000,125654.730090861,125601.000000000,188482.095136291,188402.000000000
8813.00,62854.088722608,62827.000000000,125708.177445216,125655.000000000,188562.266167825,188482.000000000
8814.00,62880.812399786,62854.000000000,125761.624799572,125708.000000000,188642.437199359,188562.000000000
8815.00,62907.536076964,62881.000000000,125815.072153928,125762.000000000,188722.608230893,188642.000000000
8816.00,62934.259754142,62908.000000000,125868.519508284,125815.000000000,188802.779262427,188723.000000000
8817.00,62960.983431320,62934.000000000,125921.966862640,125869.000000000,188882.950293960,188803.000000000
8818.00,62987.707108498,62961.000000000,125975.414216996,125922.000000000,188963.121325494,188883.000000000
8819.00,63014.430785676,62988.000000000,126028.861571352,125975.000000000,189043.292357028,188963.000000000
8820.00,63041.154462854,63014.000000000,126082.308925708,126029.000000000,189123.463388562,189043.000000000
8821.00,63067.878140032,63041.000000000,126135.756280064,126082.000000000,189203.634420096,189123.000000000
8822.00,63094.601817210,63068.000000000,126189.203634420,126136.000000000,189283.805451630,189204.000000000
8823.00,63121.325494388,63095.000000000,126242.650988776,126189.000000000,189363.976483164,189284.000000000
8824.00,63148.049171566,63121.000000000,126296.098343132,126243.000000000,189444.147514698,189364.000000000
8825.00,63174.772848744,63148.000000000,126349.545697488,126296.000000000,189524.318546232,189444.000000000
8826.00,63201.496525922,63175.000000000,126402.993051844,126350.000000000,189604.489577766,189524.000000000
8827.00,63228.220203100,63201.000000000,126456.440406200,126403.000000000,189684.660609300,189604.000000000
8828.00,63254.943880278,63228.000000000,126509.887760556,126456.000000000,189764.831640834,189685.000000000
8829.00,63281.667557456,63255.000000000,126563.335114912,126510.000000000,189845.002672368,189765.000000000
8830.00,63308.391234634,63282.000000000,126616.782469268,126563.000000000,189925.173703902,189845.000000000
8831.00,63335.114911812,63308.000000000,126670.229823624,126617.000000000,190005.344735436,189925.000000000
8832.00,63361.838588990,63335.000000000,126723.677177980,126670.000000000,190085.515766970,190005.000000000
8833.00,63388.562266168,63362.000000000,126777.124532336,126724.000000000,190165.686798503,190086.000000000
8834.00,63415.285943346,63389.000000000,126830.571886692,126777.000000000,190245.857830037,190166.000000000
8835.00,63442.009620524,63415.000000000,126884.019241048,126831.000000000,190326.028861571,190246.000000000
8836.00,63468.733297702,63442.000000000,126937.466595404,126884.000000000,190406.199893105,190326.000000000
8837.00,63495.456974880,63469.000000000,126990.913949759,126937.000000000,190486.370924639,190406.000000000
8838.00,63522.180652058,63495.000000000,127044.361304115,126991.000000000,190566.541956173,190486.000000000
8839.00,63548.904329236,63522.000000000,127097.808658471,127044.000000000,190646.712987707,190567.000000000
8840.00,63575.628006414,63549.000000000,127151.256012827,127098.000000000,190726.884019241,190647.000000000
8841.00,63602.351683592,63576.000000000,127204.703367183,127151.000000000,190807.055050775,190727.000000000
8842.00,63629.075360770,63602.000000000,127258.150721539,127205.000000000,190887.226082309,190807.000000000
8843.00,63655.799037948,63629.000000000,127311.598075895,127258.000000000,190967.397113843,190887.000000000
8844.00,63682.522715126,63656.000000000,127365.045430251,127312.000000000,191047.568145377,190967.000000000
8845.00,63709.246392304,63683.000000000,127418.492784607,127365.000000000,191127.739176911,191048.000000000
8846.00,63735.970069482,63709.000000000,127471.940138963,127418.000000000,191207.910208445,191128.000000000
8847.00,63762.693746660,63736.000000000,127525.387493319,127472.000000000,191288.081239979,191208.000000000
8848.00,63789.417423838,63763.000000000,127578.834847675,127525.000000000,191368.252271513,191288.000000000
8849.00,63816.141101016,63789.000000000,127632.282202031,127579.000000000,191448.423303047,191368.000000000
8850.00,63842.864778194,63816.000000000,127685.729556387,127632.000000000,191528.594334580,191448.000000000
8851.00,63869.588455371,63843.000000000,127739.176910743,127686.000000000,191608.765366114,191529.000000000
8852.00,63896.312132549,63870.000000000,127792.624265099,127739.000000000,191688.936397648,191609.000000000
8853.00,63923.035809727,63896.000000000,127846.071619455,127793.000000000,191769.107429182,191689.000000000
8854.00,63949.759486905,63923.000000000,127899.518973811,127846.000000000,191849.278460716,191769.000000000
8855.00,63976.483164083,63950.000000000,127952.966328167,127900.000000000,191929.449492250,191849.000000000
8856.00,64003.206841261,63976.000000000,128006.413682523,127953.000000000,192009.620523784,191929.000000000
8857.00,64029.930518439,64003.000000000,128059.861036879,128006.000000000,192089.791555318,192010.000000000
8858.00,64056.654195617,64030.000000000,128113.308391235,128060.000000000,192169.962586852,192090.000000000
8859.00,64083.377872795,64057.000000000,128166.755745591,128113.000000000,192250.133618386,192170.000000000
8860.00,64110.101549973,64083.000000000,128220.203099947,128167.000000000,192330.304649920,192250.000000000
8861.00,64136.825227151,64110.000000000,128273.650454303,128220.000000000,192410.475681454,192330.000000000
8862.00,64163.548904329,64137.000000000,128327.097808658,128274.000000000,192490.646712988,192410.000000000
8863.00,64190.272581507,64164.000000000,128380.545163014,128327.000000000,192570.817744522,192491.000000000
8864.00,64216.996258685,64190.000000000,128433.992517370,128381.000000000,192650.988776056,192571.000000000
8865.00,64243.719935863,64217.000000000,128487.439871726,128434.000000000,192731.159807590,192651.000000000
8866.00,64270.443613041,64244.000000000,128540.887226082,128487.000000000,192811.330839123,192731.000000000
8867.00,64297.167290219,64270.000000000,128594.334580438,128541.000000000,192891.501870657,192811.000000000
8868.00,64323.890967397,64297.000000000,128647.781934794,128594.000000000,192971.672902191,192892.000000000
8869.00,64350.614644575,64324.000000000,128701.229289150,128648.000000000,193051.843933725,192972.000000000
8870.00,64377.338321753,64351.000000000,128754.676643506,128701.000000000,193132.014965259,193052.000000000
8871.00,64404.061998931,64377.000000000,128808.123997862,128755.000000000,193212.185996793,193132.000000000
8872.00,64430.785676109,64404.000000000,128861.571352218,128808.000000000,193292.357028327,193212.000000000
8873.00,64457.509353287,64431.000000000,128915.018706574,128862.000000000,193372.528059861,193292.000000000
8874.00,64484.233030465,64458.000000000,128968.466060930,128915.000000000,193452.699091395,193373.000000000
8875.00,64510.956707643,64484.000000000,129021.913415286,128968.000000000,193532.870122929,193453.000000000
8876.00,64537.680384821,64511.000000000,129075.360769642,129022.000000000,193613.041154463,193533.000000000
8877.00,64564.404061999,64538.000000000,129128.808123998,129075.000000000,193693.212185997,193613.000000000
8878.00,64591.127739177,64564.000000000,129182.255478354,129129.000000000,193773.383217531,193693.000000000
8879.00,64617.851416355,64591.000000000,129235.702832710,129182.000000000,193853.554249065,193773.000000000
8880.00,64644.575093533,64618.000000000,129289.150187066,129236.000000000,193933.725280599,193854.000000000
8881.00,64671.298770711,64645.000000000,129342.597541422,129289.000000000,194013.896312133,193934.000000000
8882.00,64698.022447889,64671.000000000,129396.044895778,129343.000000000,194094.067343666,194014.000000000
8883.00,64724.746125067,64698.000000000,129449.492250134,129396.000000000,194174.238375200,194094.000000000
8884.00,64751.469802245,64725.000000000,129502.939604490,129449.000000000,194254.409406734,194174.000000000
8885.00,64778.193479423,64751.000000000,129556.386958846,129503.000000000,194334.580438268,194254.000000000
8886.00,64804.917156601,64778.000000000,129609.834313201,129556.000000000,194414.751469802,194335.000000000
8887.00,64831.640833779,64805.000000000,129663.281667557,129610.000000000,194494.922501336,194415.000000000
8888.00,64858.364510957,64832.000000000,129716.729021913,129663.000000000,194575.093532870,194495.000000000
8889.00,64885.088188135,64858.000000000,129770.176376269,129717.000000000,194655.264564404,194575.000000000
8890.00,64911.811865313,64885.000000000,129823.623730625,129770.000000000,194735.435595938,194655.000000000
8891.00,64938.535542491,64912.000000000,129877.071084981,129824.000000000,194815.606627472,194735.000000000
8892.00,64965.259219669,64939.000000000,129930.518439337,129877.000000000,194895.777659006,194816.000000000
8893.00,64991.982896847,64965.000000000,129983.965793693,129931.000000000,194975.948690540,194896.000000000
8894.00,65018.706574025,64992.000000000,130037.413148049,129984.000000000,195056.119722074,194976.000000000
8895.00,65045.430251203,65019.000000000,130090.860502405,130037.000000000,195136.290753608,195056.000000000
8896.00,65072.153928381,65045.000000000,130144.307856761,130091.000000000,195216.461785142,195136.000000000
8897.00,65098.877605559,65072.000000000,130197.755211117,130144.000000000,195296.632816676,195216.000000000
8898.00,65125.601282737,65099.000000000,130251.202565473,130198.000000000,195376.803848209,195297.000000000
8899.00,65152.324959915,65126.000000000,130304.649919829,130251.000000000,195456.974879743,195377.000000000
8900.00,65179.048637093,65152.000000000,130358.097274185,130305.000000000,195537.145911277,195457.000000000
8901.00,65205.772314270,65179.000000000,130411.544628541,130358.000000000,195617.316942811,195537.000000000
8902.00,65232.495991448,65206.000000000,130464.991982897,130412.000000000,195697.487974345,195617.000000000
8903.00,65259.219668626,65232.000000000,130518.439337253,130465.000000000,195777.659005879,195697.000000000
8904.00,65285.943345804,65259.000000000,130571.886691609,130518.000000000,195857.830037413,195778.000000000
8905.00,65312.667022982,65286.000000000,130625.334045965,130572.000000000,195938.001068947,195858.000000000
8906.00,65339.390700160,65313.000000000,130678.781400321,130625.000000000,196018.172100481,195938.000000000
8907.00,65366.114377338,65339.000000000,130732.228754677,130679.000000000,196098.343132015,196018.000000000
8908.00,65392.838054516,65366.000000000,130785.676109033,130732.000000000,196178.514163549,196098.000000000
8909.00,65419.561731694,65393.000000000,130839.123463389,130786.000000000,196258.685195083,196179.000000000
8910.00,65446.285408872,65420.000000000,130892.570817745,130839.000000000,196338.856226617,196259.000000000
8911.00,65473.009086050,65446.000000000,130946.018172100,130893.000000000,196419.027258151,196339.000000000
8912.00,65499.732763228,65473.000000000,130999.465526456,130946.000000000,196499.198289685,196419.000000000
8913.00,65526.456440406,65500.000000000,131052.912880812,130999.000000000,196579.369321219,196499.000000000
8914.00,65553.180117584,65526.000000000,131106.360235168,131053.000000000,196659.540352753,196579.000000000
8915.00,65579.903794762,65553.000000000,131159.807589524,131106.000000000,196739.711384286,196660.000000000
8916.00,65606.627471940,65580.000000000,131213.254943880,131160.000000000,196819.882415820,196740.000000000
8917.00,65633.351149118,65607.000000000,131266.702298236,131213.000000000,196900.053447354,196820.000000000
8918.00,65660.074826296,65633.000000000,131320.149652592,131267.000000000,196980.224478888,196900.000000000
8919.00,65686.798503474,65660.000000000,131373.597006948,131320.000000000,197060.395510422,196980.000000000
8920.00,65713.522180652,65687.000000000,131427.044361304,131374.000000000,197140.566541956,197060.000000000
8921.00,65740.245857830,65714.000000000,131480.491715660,131427.000000000,197220.737573490,197141.000000000
8922.00,65766.969535008,65740.000000000,131533.939070016,131480.000000000,197300.908605024,197221.000000000
8923.00,65793.693212186,65767.000000000,131587.386424372,131534.000000000,197381.079636558,197301.000000000
8924.00,65820.416889364,65794.000000000,131640.833778728,131587.000000000,197461.250668092,197381.000000000
8925.00,65847.140566542,65820.000000000,131694.281133084,131641.000000000,197541.421699626,197461.000000000
8926.00,65873.864243720,65847.000000000,131747.728487440,131694.000000000,197621.592731160,197541.000000000
8927.00,65900.587920898,65874.000000000,131801.175841796,131748.000000000,197701.763762694,197622.000000000
8928.00,65927.311598076,65901.000000000,131854.623196152,131801.000000000,197781.934794228,197702.000000000
8929.00,65954.035275254,65927.000000000,131908.070550508,131855.000000000,197862.105825762,197782.000000000
8930.00,65980.758952432,65954.000000000,131961.517904864,131908.000000000,197942.276857296,197862.000000000
8931.00,66007.482629610,65981.000000000,132014.965259220,131962.000000000,198022.447888829,197942.000000000
8932.00,66034.206306788,66007.000000000,132068.412613576,132015.000000000,198102.618920363,198022.000000000
8933.00,66060.929983966,66034.000000000,132121.859967932,132068.000000000,198182.789951897,198103.000000000
8934.00,66087.653661144,66061.000000000,132175.307322288,132122.000000000,198262.960983431,198183.000000000
8935.00,66114.377338322,66088.000000000,132228.754676643,132175.000000000,198343.132014965,198263.000000000
8936.00,66141.101015500,66114.000000000,132282.202030999,132229.000000000,198423.303046499,198343.000000000
8937.00,66167.824692678,66141.000000000,132335.649385355,132282.000000000,198503.474078033,198423.000000000
8938.00,66194.548369856,66168.000000000,132389.096739711,132336.000000000,198583.645109567,198503.000000000
8939.00,66221.272047034,66195.000000000,132442.544094067,132389.000000000,198663.816141101,198584.000000000
8940.00,66247.995724212,66221.000000000,132495.991448423,132443.000000000,198743.987172635,198664.000000000
8941.00,66274.719401390,66248.000000000,132549.438802779,132496.000000000,198824.158204169,198744.000000000
8942.00,66301.443078568,66275.000000000,132602.886157135,132549.000000000,198904.329235703,198824.000000000
8943.00,66328.166755746,66301.000000000,132656.333511491,132603.000000000,198984.500267237,198904.000000000
8944.00,66354.890432924,66328.000000000,132709.780865847,132656.000000000,199064.671298771,198985.000000000
8945.00,66381.614110102,66355.000000000,132763.228220203,132710.000000000,199144.842330305,199065.000000000
8946.00,66408.337787280,66382.000000000,132816.675574559,132763.000000000,199225.013361839,199145.000000000
8947.00,66435.061464458,66408.000000000,132870.122928915,132817.000000000,199305.184393373,199225.000000000
8948.00,66461.785141636,66435.000000000,132923.570283271,132870.000000000,199385.355424906,199305.000000000
8949.00,66488.508818814,66462.000000000,132977.017637627,132924.000000000,199465.526456440,199385.000000000
8950.00,66515.232495992,66489.000000000,133030.464991983,132977.000000000,199545.697487974,199466.000000000
8951.00,66541.956173169,66515.000000000,133083.912346339,133030.000000000,199625.868519508,199546.000000000
8952.00,66568.679850347,66542.000000000,133137.359700695,133084.000000000,199706.039551042,199626.000000000
8953.00,66595.403527525,66569.000000000,133190.807055051,133137.000000000,199786.210582576,199706.000000000
8954.00,66622.127204703,66595.000000000,133244.254409407,133191.000000000,199866.381614110,199786.000000000
8955.00,66648.850881881,66622.000000000,133297.701763763,133244.000000000,199946.552645644,199866.000000000
8956.00,66675.574559059,66649.000000000,133351.149118119,133298.000000000,200026.723677178,199947.000000000
8957.00,66702.298236237,66676.000000000,133404.596472475,133351.000000000,200106.894708712,200027.000000000
8958.00,66729.021913415,66702.000000000,133458.043826831,133405.000000000,200187.065740246,200107.000000000
8959.00,66755.745590593,66729.000000000,133511.491181187,133458.000000000,200267.236771780,200187.000000000
8960.00,66782.469267771,66756.000000000,133564.938535542,133511.000000000,200347.407803314,200267.000000000
